"","Lemur","Plante","L","Treatment","Control","Germination","Sex","Date","GerminationDate","Time"
"1949","Eulemur albifrons","Grewia",5.51,"Gut Passed, Washed","0",1,"",2024-02-08,2024-02-18,10
"1950","Eulemur albifrons","Grewia",5.04,"Gut Passed, Washed","0",0,"",2024-02-08,NA,NA
"1951","Eulemur albifrons","Grewia",4.98,"Gut Passed, Washed","0",1,"",2024-02-08,2024-02-18,10
"1952","Eulemur albifrons","Grewia",5.32,"Gut Passed, Washed","0",0,"",2024-02-08,NA,NA
"1953","Eulemur albifrons","Grewia",5.5,"Gut Passed, Washed","0",0,"",2024-02-08,NA,NA
"1954","Eulemur albifrons","Grewia",4.56,"Gut Passed, Washed","0",0,"",2024-02-08,NA,NA
"1955","Eulemur albifrons","Grewia",6.1,"Gut Passed, Unwashed","0",1,"",2024-02-08,2024-02-18,10
"1956","Control","Sterculia",9.9,"Control, Washed","1",0,"",2024-02-08,NA,NA
"1957","Control","Sterculia",10.35,"Control, Washed","1",0,"",2024-02-08,NA,NA
"1958","Control","Sterculia",9.87,"Control, Washed","1",0,"",2024-02-08,NA,NA
"1959","Control","Sterculia",8.96,"Control, Washed","1",0,"",2024-02-08,NA,NA
"1960","Control","Sterculia",8.91,"Control, Washed","1",0,"",2024-02-08,NA,NA
"1961","Control","Sterculia",7.73,"Control, Washed","1",0,"",2024-02-08,NA,NA
"1962","Control","Sterculia",9.28,"Control, Washed","1",0,"",2024-02-08,NA,NA
"1963","Control","Sterculia",9.65,"Control, Washed","1",0,"",2024-02-08,NA,NA
"1964","Control","Sterculia",9.85,"Control, Washed","1",0,"",2024-02-08,NA,NA
"1965","Control","Sterculia",8.96,"Control, Washed","1",0,"",2024-02-08,NA,NA
"1966","Control","Sterculia",9.68,"Control, Washed","1",0,"",2024-02-08,NA,NA
"1967","Control","Sterculia",9.05,"Control, Washed","1",0,"",2024-02-08,NA,NA
"1968","Control","Sterculia",8.84,"Control, Washed","1",0,"",2024-02-08,NA,NA
"1969","Control","Sterculia",8.88,"Control, Washed","1",0,"",2024-02-08,NA,NA
"1970","Control","Sterculia",9.78,"Control, Washed","1",0,"",2024-02-08,NA,NA
"1971","Control","Sterculia",9.43,"Control, Washed","1",1,"",2024-02-08,2024-02-27,19
"1972","Control","Sterculia",9.48,"Control, Washed","1",1,"",2024-02-08,2024-03-01,22
"1973","Control","Sterculia",9.15,"Control, Washed","1",0,"",2024-02-08,NA,NA
"1974","Control","Sterculia",9.3,"Control, Washed","1",0,"",2024-02-08,NA,NA
"1975","Control","Sterculia",9.19,"Control","1",0,"",2024-02-08,NA,NA
"1976","Control","Sterculia",8.16,"Control","1",0,"",2024-02-08,NA,NA
"1977","Control","Sterculia",9.05,"Control","1",0,"",2024-02-08,NA,NA
"1978","Control","Sterculia",9.13,"Control","1",0,"",2024-02-08,NA,NA
"1979","Control","Sterculia",9.11,"Control","1",0,"",2024-02-08,NA,NA
"1980","Control","Sterculia",8.88,"Control","1",0,"",2024-02-08,NA,NA
"1981","Control","Sterculia",9.57,"Control","1",0,"",2024-02-08,NA,NA
"1982","Control","Sterculia",9.22,"Control","1",0,"",2024-02-08,NA,NA
"1983","Control","Sterculia",8.94,"Control","1",0,"",2024-02-08,NA,NA
"1984","Control","Sterculia",9.01,"Control","1",0,"",2024-02-08,NA,NA
"1985","Control","Sterculia",9.1,"Control","1",0,"",2024-02-08,NA,NA
"1986","Control","Sterculia",8.21,"Control","1",0,"",2024-02-08,NA,NA
"1987","Control","Sterculia",9.01,"Control","1",0,"",2024-02-08,NA,NA
"1988","Control","Sterculia",8.89,"Control","1",0,"",2024-02-08,NA,NA
"1989","Control","Sterculia",9.44,"Control","1",1,"",2024-02-08,2024-03-04,25
"1990","Control","Sterculia",8.33,"Control","1",1,"",2024-02-08,2024-03-04,25
"1991","Control","Sterculia",8.63,"Control","1",0,"",2024-02-08,NA,NA
"1992","Control","Sterculia",9.2,"Control","1",0,"",2024-02-08,NA,NA
"1993","Control","Sterculia",8.55,"Control","1",0,"",2024-02-08,NA,NA
"1994","Control","Grewia",2.47,"Control","1",0,"",2024-02-09,NA,NA
"1995","Control","Grewia",5.85,"Control","1",0,"",2024-02-09,NA,NA
"1996","Control","Grewia",5.12,"Control","1",0,"",2024-02-09,NA,NA
"1997","Control","Grewia",5.14,"Control","1",0,"",2024-02-09,NA,NA
"1998","Control","Grewia",4.56,"Control","1",0,"",2024-02-09,NA,NA
"1999","Control","Grewia",6.08,"Control","1",1,"",2024-02-09,2024-02-15,6
"2000","Control","Grewia",5.41,"Control","1",0,"",2024-02-09,NA,NA
"2001","Control","Grewia",5.4,"Control","1",1,"",2024-02-09,2024-02-15,6
"2002","Control","Grewia",6.35,"Control","1",0,"",2024-02-09,NA,NA
"2003","Control","Grewia",5.42,"Control","1",1,"",2024-02-09,2024-02-21,12
"2004","Control","Grewia",5.22,"Control","1",1,"",2024-02-09,2024-02-15,6
"2005","Control","Grewia",5.33,"Control","1",1,"",2024-02-09,2024-02-18,9
"2006","Control","Grewia",5.13,"Control","1",1,"",2024-02-09,2024-02-18,9
"2007","Control","Grewia",6.45,"Control","1",1,"",2024-02-09,2024-02-18,9
"2008","Control","Grewia",6.13,"Control","1",1,"",2024-02-09,2024-02-21,12
"2009","Control","Grewia",5.33,"Control","1",1,"",2024-02-09,2024-02-18,9
"2010","Control","Grewia",6.54,"Control","1",1,"",2024-02-09,2024-02-21,12
"2011","Control","Grewia",4.79,"Control","1",1,"",2024-02-09,2024-02-15,6
"2012","Control","Grewia",5.1,"Control","1",0,"",2024-02-09,NA,NA
"2013","Control","Grewia",5.58,"Control, Washed","1",1,"",2024-02-09,2024-02-21,12
"2014","Control","Grewia",4.84,"Control, Washed","1",0,"",2024-02-09,NA,NA
"2015","Control","Grewia",5.3,"Control, Washed","1",0,"",2024-02-09,NA,NA
"2016","Control","Grewia",5.48,"Control, Washed","1",0,"",2024-02-09,NA,NA
"2017","Control","Grewia",5.58,"Control, Washed","1",0,"",2024-02-09,NA,NA
"2018","Control","Grewia",5.23,"Control, Washed","1",0,"",2024-02-09,NA,NA
"2019","Control","Grewia",2.28,"Control, Washed","1",0,"",2024-02-09,NA,NA
"2020","Control","Grewia",5.74,"Control, Washed","1",0,"",2024-02-09,NA,NA
"2021","Control","Grewia",4.91,"Control, Washed","1",0,"",2024-02-09,NA,NA
"2022","Control","Grewia",4.96,"Control, Washed","1",0,"",2024-02-09,NA,NA
"2023","Control","Grewia",3.85,"Control, Washed","1",0,"",2024-02-09,NA,NA
"2024","Control","Adina",15.72,"Control, Washed","1",0,"",2024-02-21,NA,NA
"2025","Control","Adina",16.85,"Control, Washed","1",0,"",2024-02-21,NA,NA
"2026","Control","Adina",15.27,"Control, Washed","1",0,"",2024-02-21,NA,NA
"2027","Control","Adina",19.21,"Control, Washed","1",0,"",2024-02-21,NA,NA
"2028","Control","Adina",14.82,"Control, Washed","1",0,"",2024-02-21,NA,NA
"2029","Control","Adina",14.23,"Control, Washed","1",0,"",2024-02-21,NA,NA
"2030","Control","Adina",16.24,"Control, Washed","1",0,"",2024-02-21,NA,NA
"2031","Control","Adina",15.64,"Control, Washed","1",0,"",2024-02-21,NA,NA
"2032","Control","Adina",13.65,"Control, Washed","1",0,"",2024-02-21,NA,NA
"2033","Control","Adina",14.38,"Control, Washed","1",0,"",2024-02-21,NA,NA
"2034","Control","Adina",17.12,"Control, Washed","1",0,"",2024-02-21,NA,NA
"2035","Control","Adina",13.35,"Control, Washed","1",0,"",2024-02-21,NA,NA
"2036","Control","Adina",15.05,"Control, Washed","1",0,"",2024-02-21,NA,NA
"2037","Control","Adina",15.6,"Control, Washed","1",0,"",2024-02-21,NA,NA
"2038","Control","Adina",14.45,"Control, Washed","1",0,"",2024-02-21,NA,NA
"2039","Control","Adina",14.86,"Control, Washed","1",0,"",2024-02-21,NA,NA
"2040","Control","Adina",18.38,"Control","1",0,"",2024-02-21,NA,NA
"2041","Control","Adina",16.91,"Control","1",0,"",2024-02-21,NA,NA
"2042","Control","Adina",16.32,"Control","1",0,"",2024-02-21,NA,NA
"2043","Control","Adina",15.3,"Control","1",0,"",2024-02-21,NA,NA
"2044","Control","Adina",18.03,"Control","1",0,"",2024-02-21,NA,NA
"2045","Control","Adina",14.29,"Control","1",0,"",2024-02-21,NA,NA
"2046","Control","Adina",14.47,"Control","1",0,"",2024-02-21,NA,NA
"2047","Control","Adina",15.11,"Control","1",0,"",2024-02-21,NA,NA
"2048","Control","Adina",16.54,"Control","1",0,"",2024-02-21,NA,NA
"2049","Control","Adina",14.03,"Control","1",0,"",2024-02-21,NA,NA
"2050","Control","Adina",15.58,"Control","1",0,"",2024-02-21,NA,NA
"2051","Control","Adina",15,"Control","1",0,"",2024-02-21,NA,NA
"2052","Control","Adina",13.63,"Control","1",0,"",2024-02-21,NA,NA
"2053","Control","Adina",16.07,"Control","1",0,"",2024-02-21,NA,NA
"2054","Control","Adina",15.09,"Control","1",0,"",2024-02-21,NA,NA
"2055","Control","Adina",14.46,"Control","1",0,"",2024-02-21,NA,NA
"2056","Control","Grewia",2.49,"Control, Washed","1",0,"",2024-02-22,NA,NA
"2057","Control","Grewia",5.3,"Control, Washed","1",0,"",2024-02-22,NA,NA
"2058","Control","Grewia",7.43,"Control, Washed","1",0,"",2024-02-22,NA,NA
"2059","Control","Grewia",4.91,"Control, Washed","1",0,"",2024-02-22,NA,NA
"2060","Control","Grewia",5.88,"Control, Washed","1",1,"",2024-02-22,2024-03-10,17
"2061","Control","Grewia",5.63,"Control, Washed","1",0,"",2024-02-22,NA,NA
"2062","Control","Grewia",4.36,"Control, Washed","1",0,"",2024-02-22,NA,NA
"2063","Control","Grewia",5.06,"Control, Washed","1",0,"",2024-02-22,NA,NA
"2064","Control","Grewia",4.11,"Control, Washed","1",0,"",2024-02-22,NA,NA
"2065","Control","Grewia",4.92,"Control, Washed","1",1,"",2024-02-22,2024-03-04,11
"2066","Control","Grewia",4.44,"Control, Washed","1",0,"",2024-02-22,NA,NA
"2067","Control","Grewia",4.51,"Control, Washed","1",0,"",2024-02-22,NA,NA
"2068","Control","Grewia",4.5,"Control, Washed","1",0,"",2024-02-22,NA,NA
"2069","Control","Grewia",3.21,"Control, Washed","1",0,"",2024-02-22,NA,NA
"2070","Control","Grewia",6.16,"Control","1",0,"",2024-02-22,NA,NA
"2071","Control","Grewia",6.05,"Control","1",0,"",2024-02-22,NA,NA
"2072","Control","Grewia",4.59,"Control","1",0,"",2024-02-22,NA,NA
"2073","Control","Grewia",5.61,"Control","1",0,"",2024-02-22,NA,NA
"2074","Control","Grewia",6.32,"Control","1",0,"",2024-02-22,NA,NA
"2075","Control","Grewia",6.32,"Control","1",0,"",2024-02-22,NA,NA
"2076","Control","Grewia",5.44,"Control","1",0,"",2024-02-22,NA,NA
"2077","Control","Grewia",5.68,"Control","1",0,"",2024-02-22,NA,NA
"2078","Control","Grewia",5.91,"Control","1",0,"",2024-02-22,NA,NA
"2079","Control","Grewia",6.1,"Control","1",1,"",2024-02-22,2024-03-10,17
"2080","Control","Grewia",5.5,"Control","1",1,"",2024-02-22,2024-03-10,17
"2081","Control","Grewia",5.11,"Control","1",0,"",2024-02-22,NA,NA
"2082","Control","Grewia",4.42,"Control","1",0,"",2024-02-22,NA,NA
"2083","Control","Sterculia",9.53,"Control, Washed","1",0,"",2024-02-22,NA,NA
"2084","Control","Sterculia",9.83,"Control, Washed","1",0,"",2024-02-22,NA,NA
"2085","Control","Sterculia",10.84,"Control, Washed","1",0,"",2024-02-22,NA,NA
"2086","Control","Sterculia",9.91,"Control, Washed","1",0,"",2024-02-22,NA,NA
"2087","Control","Sterculia",8.32,"Control, Washed","1",0,"",2024-02-22,NA,NA
"2088","Control","Sterculia",7.84,"Control, Washed","1",0,"",2024-02-22,NA,NA
"2089","Control","Sterculia",10.15,"Control, Washed","1",0,"",2024-02-22,NA,NA
"2090","Control","Sterculia",9.6,"Control, Washed","1",0,"",2024-02-22,NA,NA
"2091","Control","Sterculia",10.37,"Control, Washed","1",0,"",2024-02-22,NA,NA
"2092","Control","Sterculia",9.86,"Control, Washed","1",0,"",2024-02-22,NA,NA
"2093","Control","Sterculia",10.45,"Control, Washed","1",0,"",2024-02-22,NA,NA
"2094","Control","Sterculia",10.12,"Control, Washed","1",0,"",2024-02-22,NA,NA
"2095","Control","Sterculia",9.63,"Control, Washed","1",0,"",2024-02-22,NA,NA
"2096","Control","Sterculia",10.15,"Control, Washed","1",0,"",2024-02-22,NA,NA
"2097","Control","Sterculia",8.96,"Control, Washed","1",0,"",2024-02-22,NA,NA
"2098","Control","Sterculia",9.18,"Control, Washed","1",1,"",2024-02-22,2024-03-13,20
"2099","Control","Sterculia",10.44,"Control, Washed","1",0,"",2024-02-22,NA,NA
"2100","Control","Sterculia",9.39,"Control, Washed","1",0,"",2024-02-22,NA,NA
"2101","Control","Sterculia",10.23,"Control, Washed","1",0,"",2024-02-22,NA,NA
"2102","Control","Sterculia",9.83,"Control, Washed","1",0,"",2024-02-22,NA,NA
"2103","Control","Sterculia",9.87,"Control, Washed","1",0,"",2024-02-22,NA,NA
"2104","Control","Sterculia",10.11,"Control, Washed","1",0,"",2024-02-22,NA,NA
"2105","Control","Sterculia",9.14,"Control, Washed","1",0,"",2024-02-22,NA,NA
"2106","Control","Sterculia",9,"Control, Washed","1",0,"",2024-02-22,NA,NA
"2107","Control","Sterculia",9.73,"Control","1",0,"",2024-02-22,NA,NA
"2108","Control","Sterculia",10.63,"Control","1",0,"",2024-02-22,NA,NA
"2109","Control","Sterculia",10.32,"Control","1",0,"",2024-02-22,NA,NA
"2110","Control","Sterculia",10.2,"Control","1",0,"",2024-02-22,NA,NA
"2111","Control","Sterculia",9.72,"Control","1",0,"",2024-02-22,NA,NA
"2112","Control","Sterculia",8.85,"Control","1",0,"",2024-02-22,NA,NA
"2113","Control","Sterculia",9.67,"Control","1",0,"",2024-02-22,NA,NA
"2114","Control","Sterculia",10.64,"Control","1",0,"",2024-02-22,NA,NA
"2115","Control","Sterculia",10.34,"Control","1",0,"",2024-02-22,NA,NA
"2116","Control","Sterculia",10.09,"Control","1",0,"",2024-02-22,NA,NA
"2117","Control","Sterculia",9.59,"Control","1",0,"",2024-02-22,NA,NA
"2118","Control","Sterculia",10.17,"Control","1",0,"",2024-02-22,NA,NA
"2119","Control","Sterculia",9.62,"Control","1",0,"",2024-02-22,NA,NA
"2120","Control","Sterculia",10.04,"Control","1",0,"",2024-02-22,NA,NA
"2121","Control","Sterculia",9.52,"Control","1",0,"",2024-02-22,NA,NA
"2122","Control","Sterculia",9.92,"Control","1",0,"",2024-02-22,NA,NA
"2123","Control","Sterculia",8.39,"Control","1",0,"",2024-02-22,NA,NA
"2124","Control","Sterculia",10.33,"Control","1",0,"",2024-02-22,NA,NA
"2125","Control","Sterculia",9.36,"Control","1",0,"",2024-02-22,NA,NA
"2126","Control","Sterculia",7.97,"Control","1",0,"",2024-02-22,NA,NA
"2127","Control","Sterculia",9.27,"Control","1",0,"",2024-02-22,NA,NA
"2128","Control","Sterculia",8.28,"Control","1",0,"",2024-02-22,NA,NA
"2129","Control","Sterculia",9.94,"Control","1",0,"",2024-02-22,NA,NA
"2130","Control","Sterculia",8.29,"Control","1",0,"",2024-02-22,NA,NA
